Id,SubjectKey,FactName,Domain,ValueKey,RawValue,NormalizedValue,SourceFamily,TableName,SourcePath,RowKey,LineNumber,ByteOffset,FieldName,Confidence,Notes
claim:5,Ability:692,ApCost,ActionPoints,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,record=1418;AbilityId=692;offset=276919,0,276919,ApCost,client_bin,abilityexport.bin
claim:6,Ability:692,CareerLine,CareerLineId,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,record=1418;AbilityId=692;offset=276919,0,276919,CareerLine,client_bin,abilityexport.bin
claim:2,Ability:692,CastTime,Milliseconds,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,record=1418;AbilityId=692;offset=276919,0,276919,CastTime,client_bin,abilityexport.bin
claim:3,Ability:692,Cooldown,Milliseconds,60000,60000,60000,client_bin,abilityexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,record=1418;AbilityId=692;offset=276919,0,276919,Cooldown,client_bin,abilityexport.bin
claim:27,Ability:692,Description,AbilityDescription,"Deals {COM_1_VAL0_COM_0_VAL0_DAMAGE} to all enemies within {COM_0_RADI_FEET}, and heals group members within 100 feet for the full amount of the damage dealt.","Deals {COM_1_VAL0_COM_0_VAL0_DAMAGE} to all enemies within {COM_0_RADI_FEET}, and heals group members within 100 feet for the full amount of the damage dealt.","Deals {COM_1_VAL0_COM_0_VAL0_DAMAGE} to all enemies within {COM_0_RADI_FEET}, and heals group members within 100 feet for the full amount of the damage dealt.",client_strings,abilitydesc.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitydesc.txt,line=693;EntryId=692,693,0,value,localized_string,abilitydesc.txt
claim:1,Ability:692,EffectId,EffectId,232,232,232,client_bin,abilityexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,record=1418;AbilityId=692;offset=276919,0,276919,EffectId,client_bin,abilityexport.bin
claim:26,Ability:692,Name,AbilityName,Rampaging Siphon,Rampaging Siphon^n,Rampaging Siphon,client_strings,abilitynames.txt,C:\Users\Admin\Downloads\myps\data\strings\english\abilitynames.txt,line=693;EntryId=692,693,0,value,localized_string,abilitynames.txt
claim:4,Ability:692,Range,Feet,0,0,0,client_bin,abilityexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilityexport.bin,record=1418;AbilityId=692;offset=276919,0,276919,Range,client_bin,abilityexport.bin
claim:28,Component:212,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Downloads\myps\data\strings\english\componenteffects.txt,line=213;EntryId=212,213,0,value,localized_string,componenteffects.txt
claim:16,Component:212,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Duration,client_bin,abilitycomponentexport.bin
claim:17,Component:212,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Interval,client_bin,abilitycomponentexport.bin
claim:14,Component:212,Operation,ComponentOperation,15,15,15,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Operation,client_bin,abilitycomponentexport.bin
claim:15,Component:212,Radius,Radius,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=6673;ComponentId=212;offset=1169435,0,1169435,Radius,client_bin,abilitycomponentexport.bin
claim:29,Component:3439,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Downloads\myps\data\strings\english\componenteffects.txt,line=3440;EntryId=3439,3440,0,value,localized_string,componenteffects.txt
claim:20,Component:3439,Duration,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=1933;ComponentId=3439;offset=330323,0,330323,Duration,client_bin,abilitycomponentexport.bin
claim:21,Component:3439,Interval,Milliseconds,0,0,0,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=1933;ComponentId=3439;offset=330323,0,330323,Interval,client_bin,abilitycomponentexport.bin
claim:18,Component:3439,Operation,ComponentOperation,15,15,15,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=1933;ComponentId=3439;offset=330323,0,330323,Operation,client_bin,abilitycomponentexport.bin
claim:19,Component:3439,Radius,Radius,240,240,240,client_bin,abilitycomponentexport.bin,C:\Users\Admin\Downloads\myps\data\bin\abilitycomponentexport.bin,record=1933;ComponentId=3439;offset=330323,0,330323,Radius,client_bin,abilitycomponentexport.bin
claim:30,Component:3440,Description,ComponentDescription,,,,client_strings,componenteffects.txt,C:\Users\Admin\Downloads\myps\data\strings\english\componenteffects.txt,line=3441;EntryId=3440,3441,0,value,localized_string,componenteffects.txt
