Id,Kind,FromNodeId,ToNodeId,Label,ClaimId
edge:1,declared_by,ability:3,row:abilityexport.bin|record=935;AbilityId=3;offset=181369,abilityexport.bin,
edge:91,declared_by,component:148,row:abilitycomponentexport.bin|record=6620;ComponentId=148;offset=1158063,abilitycomponentexport.bin,
edge:92,declared_by,component:212,row:abilitycomponentexport.bin|record=6673;ComponentId=212;offset=1169435,abilitycomponentexport.bin,
edge:93,declared_by,component:329,row:abilitycomponentexport.bin|record=6778;ComponentId=329;offset=1185083,abilitycomponentexport.bin,
edge:94,declared_by,component:3310,row:abilitycomponentexport.bin|record=1804;ComponentId=3310;offset=309536,abilitycomponentexport.bin,
edge:41,declared_by,effect:1030,row:effects.csv|line=1093;EffectId=1030,effects.csv,
edge:43,declared_by,effect:1034,row:effects.csv|line=1097;EffectId=1034,effects.csv,
edge:45,declared_by,effect:1043,row:effects.csv|line=1106;EffectId=1043,effects.csv,
edge:48,declared_by,effect:1047,row:effects.csv|line=1110;EffectId=1047,effects.csv,
edge:20,declared_by,effect:115,row:effects.csv|line=131;EffectId=115,effects.csv,
edge:50,declared_by,effect:1181,row:effects.csv|line=1243;EffectId=1181,effects.csv,
edge:51,declared_by,effect:1433,row:effects.csv|line=1506;EffectId=1433,effects.csv,
edge:53,declared_by,effect:1446,row:effects.csv|line=1520;EffectId=1446,effects.csv,
edge:54,declared_by,effect:1642,row:effects.csv|line=1724;EffectId=1642,effects.csv,
edge:56,declared_by,effect:1802,row:effects.csv|line=1890;EffectId=1802,effects.csv,
edge:59,declared_by,effect:1804,row:effects.csv|line=1892;EffectId=1804,effects.csv,
edge:10,declared_by,effect:19,row:effects.csv|line=24;EffectId=19,effects.csv,
edge:61,declared_by,effect:2002,row:effects.csv|line=2069;EffectId=2002,effects.csv,
edge:64,declared_by,effect:2023,row:effects.csv|line=2090;EffectId=2023,effects.csv,
edge:65,declared_by,effect:2063,row:effects.csv|line=2132;EffectId=2063,effects.csv,
edge:67,declared_by,effect:2081,row:effects.csv|line=2151;EffectId=2081,effects.csv,
edge:69,declared_by,effect:2259,row:effects.csv|line=2336;EffectId=2259,effects.csv,
edge:13,declared_by,effect:23,row:effects.csv|line=29;EffectId=23,effects.csv,
edge:70,declared_by,effect:2352,row:effects.csv|line=2435;EffectId=2352,effects.csv,
edge:71,declared_by,effect:2362,row:effects.csv|line=2445;EffectId=2362,effects.csv,
edge:72,declared_by,effect:2375,row:effects.csv|line=2459;EffectId=2375,effects.csv,
edge:75,declared_by,effect:2612,row:effects.csv|line=2705;EffectId=2612,effects.csv,
edge:79,declared_by,effect:2695,row:effects.csv|line=2791;EffectId=2695,effects.csv,
edge:82,declared_by,effect:2696,row:effects.csv|line=2792;EffectId=2696,effects.csv,
edge:84,declared_by,effect:2703,row:effects.csv|line=2799;EffectId=2703,effects.csv,
edge:86,declared_by,effect:2740,row:effects.csv|line=2838;EffectId=2740,effects.csv,
edge:87,declared_by,effect:2744,row:effects.csv|line=2842;EffectId=2744,effects.csv,
edge:88,declared_by,effect:2972,row:effects.csv|line=3078;EffectId=2972,effects.csv,
edge:7,declared_by,effect:3,row:abilities.csv|line=8;EffectId=3,abilities.csv,
edge:8,declared_by,effect:3,row:effects.csv|line=8;EffectId=3,effects.csv,
edge:21,declared_by,effect:433,row:effects.csv|line=482;EffectId=433,effects.csv,
edge:22,declared_by,effect:445,row:effects.csv|line=498;EffectId=445,effects.csv,
edge:24,declared_by,effect:448,row:effects.csv|line=502;EffectId=448,effects.csv,
edge:17,declared_by,effect:49,row:effects.csv|line=57;EffectId=49,effects.csv,
edge:26,declared_by,effect:541,row:effects.csv|line=599;EffectId=541,effects.csv,
edge:28,declared_by,effect:545,row:effects.csv|line=603;EffectId=545,effects.csv,
edge:30,declared_by,effect:565,row:effects.csv|line=623;EffectId=565,effects.csv,
edge:33,declared_by,effect:591,row:effects.csv|line=651;EffectId=591,effects.csv,
edge:34,declared_by,effect:614,row:effects.csv|line=675;EffectId=614,effects.csv,
edge:37,declared_by,effect:640,row:effects.csv|line=701;EffectId=640,effects.csv,
edge:38,declared_by,effect:921,row:effects.csv|line=999;EffectId=921,effects.csv,
edge:40,declared_by,effect:955,row:effects.csv|line=1034;EffectId=955,effects.csv,
edge:95,declared_by,requirement:9620,row:abilityrequirementexport.bin|record=556;RequirementId=9620;offset=53378,abilityrequirementexport.bin,
edge:96,declared_by,requirement:9621,row:abilityrequirementexport.bin|record=557;RequirementId=9621;offset=53470,abilityrequirementexport.bin,
edge:97,declared_by,requirement:9622,row:abilityrequirementexport.bin|record=558;RequirementId=9622;offset=53562,abilityrequirementexport.bin,
edge:98,declared_by,requirement:9623,row:abilityrequirementexport.bin|record=559;RequirementId=9623;offset=53654,abilityrequirementexport.bin,
edge:99,declared_by,requirement:9624,row:abilityrequirementexport.bin|record=560;RequirementId=9624;offset=53746,abilityrequirementexport.bin,
edge:100,declared_by,requirement:9625,row:abilityrequirementexport.bin|record=561;RequirementId=9625;offset=53838,abilityrequirementexport.bin,
edge:42,linked_effect,effect:1030,effect:433,Build Up,claim:43
edge:44,linked_effect,effect:1034,effect:23,Build Up,claim:45
edge:46,linked_effect,effect:1043,effect:19,Build Up,claim:47
edge:47,linked_effect,effect:1043,effect:19,Activate,claim:48
edge:49,linked_effect,effect:1047,effect:115,Impact,claim:50
edge:52,linked_effect,effect:1433,effect:2972,Activate,claim:53
edge:55,linked_effect,effect:1642,effect:2063,Impact,claim:56
edge:57,linked_effect,effect:1802,effect:2740,Activate,claim:58
edge:58,linked_effect,effect:1802,effect:2744,Impact,claim:59
edge:60,linked_effect,effect:1804,effect:1433,Impact,claim:61
edge:11,linked_effect,effect:19,effect:2259,Cast,claim:12
edge:12,linked_effect,effect:19,effect:564,Impact,claim:13
edge:62,linked_effect,effect:2002,effect:2362,Activate,claim:63
edge:63,linked_effect,effect:2002,effect:2375,Impact,claim:64
edge:66,linked_effect,effect:2063,effect:2612,Activate,claim:67
edge:68,linked_effect,effect:2081,effect:541,Activate,claim:69
edge:16,linked_effect,effect:23,effect:49,Impact,claim:17
edge:15,linked_effect,effect:23,effect:591,Projectile,claim:16
edge:14,linked_effect,effect:23,effect:640,Cast,claim:15
edge:74,linked_effect,effect:2375,effect:1030,Impact,claim:75
edge:73,linked_effect,effect:2375,effect:1043,Build Up,claim:74
edge:77,linked_effect,effect:2612,effect:2695,Cast,claim:78
edge:76,linked_effect,effect:2612,effect:2696,Build Up,claim:77
edge:78,linked_effect,effect:2612,effect:2703,Impact,claim:79
edge:80,linked_effect,effect:2695,effect:1047,Build Up,claim:81
edge:81,linked_effect,effect:2695,effect:955,Impact,claim:82
edge:83,linked_effect,effect:2696,effect:2081,Impact,claim:84
edge:85,linked_effect,effect:2703,effect:1034,Impact,claim:86
edge:89,linked_effect,effect:2972,effect:2352,Activate,claim:90
edge:90,linked_effect,effect:2972,effect:921,Impact,claim:91
edge:9,linked_effect,effect:3,effect:565,Impact,claim:10
edge:23,linked_effect,effect:445,effect:1804,Projectile,claim:24
edge:25,linked_effect,effect:448,effect:1802,Projectile,claim:26
edge:18,linked_effect,effect:49,effect:1181,Projectile,claim:19
edge:19,linked_effect,effect:49,effect:1446,Impact,claim:20
edge:27,linked_effect,effect:541,effect:614,Cast,claim:28
edge:29,linked_effect,effect:545,effect:2023,Activate,claim:30
edge:31,linked_effect,effect:565,effect:1642,Activate,claim:32
edge:32,linked_effect,effect:565,effect:2002,Impact,claim:33
edge:35,linked_effect,effect:614,effect:445,Cast,claim:36
edge:36,linked_effect,effect:614,effect:448,Impact,claim:37
edge:39,linked_effect,effect:921,effect:545,Activate,claim:40
edge:109,localized_component_description,component:148,row:componenteffects.txt|line=149;EntryId=148,componenteffects.txt,claim:122
edge:110,localized_component_description,component:212,row:componenteffects.txt|line=213;EntryId=212,componenteffects.txt,claim:123
edge:111,localized_component_description,component:329,row:componenteffects.txt|line=330;EntryId=329,componenteffects.txt,claim:124
edge:112,localized_component_description,component:3310,row:componenteffects.txt|line=3311;EntryId=3310,componenteffects.txt,claim:125
edge:108,localized_description,ability:3,row:abilitydesc.txt|line=4;EntryId=3,abilitydesc.txt,claim:121
edge:107,localized_name,ability:3,row:abilitynames.txt|line=4;EntryId=3,abilitynames.txt,claim:120
edge:102,requires,component:148,requirement:9622,ExtData[7].Val6,claim:115
edge:101,requires,component:148,requirement:9625,ExtData[6].Val6,claim:114
edge:103,requires,requirement:9622,requirement:9620,ExtData[0].Val6,claim:116
edge:104,requires,requirement:9622,requirement:9621,ExtData[1].Val6,claim:117
edge:105,requires,requirement:9625,requirement:9623,ExtData[0].Val6,claim:118
edge:106,requires,requirement:9625,requirement:9624,ExtData[1].Val6,claim:119
edge:3,uses_component,ability:3,component:148,abilityexport.bin,
edge:6,uses_component,ability:3,component:212,abilityexport.bin,
edge:5,uses_component,ability:3,component:329,abilityexport.bin,
edge:4,uses_component,ability:3,component:3310,abilityexport.bin,
edge:2,uses_effect,ability:3,effect:3,abilityexport.bin,
